EXP_DATE,EFF_DATE,CORP_NAME,TRADE_NAME,LICENSEE,TAXKEY_NUMBER,HOUSE_NR,SDIR,STREET,STTYPE,ALDERMANIC_DISTRICT,POLICE_DISTRICT,LIC_TYPE,License Type Full Name,TOT_CAP,ROOM_CAP,TAXKEY
6/15/2020,5/29/2019,"MC BOB'S PUB & GRILL, INC",MC BOB'S PUB & GRILL,"CHRISTINE R MC ROBERTS, Agt",3471042000,4919,W,NORTH,AV,15,3,BTAVN,Class B Tavern License,172,,3471042000
12/10/2019,11/27/2018,"CHINA TOWN, INC",CHINA TOWN RESTAURANT,"LENNY CHU, Agt",3461605000,5125,W,NORTH,AV,10,3,BTAVN,Class B Tavern License,25,,3461605000
3/12/2020,3/13/2019,"MEKONG CAFE, LLC",MEKONG CAFE,"SICHANH Volp, Agt",,5930,W,NORTH,AV,10,3,CWINE,Class C Wine Retailer's License,300,,3290150000
3/12/2020,3/13/2019,"MEKONG CAFE, LLC",MEKONG CAFE,"SICHANH Volp, Agt",,5930,W,NORTH,AV,10,3,BBEER,Class B Fermented Malt Beverage Retailer's License,300,,3290150000
7/5/2020,6/24/2019,King Food Mart LLC,King Food Market,"BIRA SINGH, Agt",3230913000,938,W,NORTH,AV,15,3,AMALT,Class A Fermented Malt Beverage Retailer's License,,,3230913000
5/3/2020,4/17/2019,ST VERONICA CONGREGATION,ST VERONICA CONGREGATION,"Mary Jo Hallfeld, Agt",,353,E,NORWICH,ST,13,6,BTAVN,Class B Tavern License,,NA,5810901110
4/10/2020,3/27/2019,"Wunderjak Enterprises, LLC",Fat Daddy's,"STEFANI I JAKSIC, Agt",4311231000,120,W,National,AV,12,2,BTAVN,Class B Tavern License,270,"92 - First floor, 178 - Beer Garden",4311231000
9/3/2020,8/7/2019,ECN3 Inc,Engine Co No 3,"AUGUSTO P SANDRONI, JR, Agt",4311004100,217,W,National,AV,12,2,BTAVN,Class B Tavern License,,,4311004100
1/18/2020,12/18/2018,"S & W, Inc",Kwik Stop,"KANAIYALAL B PATEL, Agt",4340031110,2434,W,National,AV,8,2,AMALT,Class A Fermented Malt Beverage Retailer's License,,,4340031110
7/5/2020,6/18/2019,MC Jimenez LLC,Candelas,"Martin Jimenez Segura, Agt",4340707000,2537,W,National,AV,8,2,BTAVN,Class B Tavern License,99,,4340707000
9/24/2020,9/10/2019,"National Beer & Food Mart, LLC",National Food,"JASMINDER SINGH, Agt",4350201000,3101,W,National,AV,8,2,AMALT,Class A Fermented Malt Beverage Retailer's License,,,4350201000
11/26/2020,11/5/2019,Forest Home Ave Chicken Palace LLC,Chicken Palace National,"VALDEMAR ESCOBAR, Agt",4350401000,3433,W,National,AV,8,2,BTAVN,Class B Tavern License,65,,4350401000
11/26/2019,11/6/2018,Forest Home Ave Chicken Palace LLC,Chicken Palace National,"VALDEMAR ESCOBAR, Agt",4350401000,3433,W,National,AV,8,2,BTAVN,Class B Tavern License,65,,4350401000
4/8/2020,3/26/2019,"National Grocery, LLC",National Grocery,"Manpreet Singh, Agt",4360201000,3501,W,National,AV,8,2,ALQML,Class A Malt & Class A Liquor License,,,4360201000
2/26/2020,2/7/2019,Pakeng Palace,Pakeng Palace,"Rick K Vang, SP",4360110100,3730,W,National,AV,8,2,BTAVN,Class B Tavern License,251,,4360110100
5/31/2020,5/30/2019,National Food Mart LLC,National Food Mart,"Tasha R Jones, Agt",4311079000,530,W,National,AV,12,2,ALQML,Class A Malt & Class A Liquor License,,,4311079000
11/12/2020,11/13/2019,"538 WNationalHall, LLC",Walker's Point Music Hall,"JAY K STAMATES, Agt",4311080000,538,W,National,AV,12,2,BTAVN,Class B Tavern License,162,,4311080000
1/18/2020,12/18/2018,Dream Lab LLC,Dream Lab,"Shawn Kazubowski, Agt",4311038000,327,W,National,,12,2,BBEER,Class B Fermented Malt Beverage Retailer's License,,,0
2/26/2020,2/27/2019,Layton Echo Group LLC,Baccanera,"Alex R Sperry, Agt",3201524000,1732,E,North,AV,3,1,BTAVN,Class B Tavern License,80,,3201524000
9/15/2020,9/10/2019,Nine Below Inc,Nine Below,"Marla R Poytinger, Agt",3560289111,1905,E,North,AV,3,1,BTAVN,Class B Tavern License,270,,3560289111
2/4/2020,2/5/2019,"El Grupo J & K, LLC",El Grupo J & K,"Kevin I Lopez, Agt",3560215100,2207,E,North,AV,3,1,BTAVN,Class B Tavern License,,,3560215100
12/18/2019,11/27/2018,"D & D's Lounge, LLC",D & D's Lounge,"Douglas S Davis, Agt",3231368000,1218,W,North,AV,15,3,BTAVN,Class B Tavern License,29,,3231368000
1/18/2020,1/17/2019,"New Rainbow, LLC",New Rainbow Foods,"BALWINDER SINGH, Agt",3521960000,1433,W,North,AV,15,3,AMALT,Class A Fermented Malt Beverage Retailer's License,,,3521960000
3/5/2020,3/6/2019,Julian's Hall and Lounge LLC,Julian's Hall and Lounge,"Julian L Nelson, Agt",3500886000,2125,W,North,AV,15,3,BTAVN,Class B Tavern License,,,3500886000
12/4/2019,11/29/2018,T Jay's Lounge LLC,T Jay's Lounge,"Shanita M Cotton, Agt",3491003000,2911,W,North,AV,15,3,BTAVN,Class B Tavern License,,,3491003000
3/3/2020,3/4/2019,"3041 West North Avenue, LLC",3041North,"Keith B Terry, Agt",3492002100,3041,W,North,AV,15,3,BTAVN,Class B Tavern License,480,,3492002100
11/14/2020,10/15/2019,McBobs Pub & Grill Inc,Tusk,"CHRISTINE R MCROBERTS, Agt",3461403000,5513,W,North,AV,10,3,BTAVN,Class B Tavern License,,,3461403000
11/7/2020,11/8/2019,PNC Investment Limited,Level's on North,"Jeffery L Henderson, Agt",3230653000,634,W,North,AV,6,5,BTAVN,Class B Tavern License,62,,3230653000
12/11/2019,11/27/2018,"FARSI, LLC",SHAHRAZAD RESTAURANT,"MOHAMMAD KHATIBI, Agt",,2847,N,OAKLAND,AV,3,1,BTAVN,Class B Tavern License,,NA,3151204000
6/30/2020,6/18/2019,"GILBERT LIQUOR CO, INC",GILBERT LIQUOR,"ALLAN R RASMUSSEN, Agt",,2853,N,OAKLAND,AV,3,1,ALQML,Class A Malt & Class A Liquor License,,,3151203000
2/8/2020,1/14/2019,"AXELS, INC",AXELS,"ERIC A RASMUSSEN, Agt",,2859,N,OAKLAND,AV,3,1,BTAVN,Class B Tavern License,100,,3151202000
9/25/2020,9/4/2019,JAB Ventures INC,Good Land Wing Co,"Adam S Brown, Agt",3150307110,2911,N,OAKLAND,AV,3,1,CWINE,Class C Wine Retailer's License,,,3150307110
9/25/2020,9/4/2019,JAB Ventures INC,Good Land Wing Co,"Adam S Brown, Agt",3150307110,2911,N,OAKLAND,AV,3,1,BBEER,Class B Fermented Malt Beverage Retailer's License,,,3150307110
6/30/2020,6/18/2019,"LISA'S FINE FOODS, INC",Lisa's Fine Foods,"GARY J BONGIORNO, Agt",3150005000,2961,N,OAKLAND,AV,3,1,BTAVN,Class B Tavern License,,NA,3150005000
11/3/2020,10/16/2019,"LA CONCA D'ORO, INC",CARINI'S LA CONCA D'ORO,"PETER J CARINI, Agt",,3468,N,OAKLAND,AV,3,1,BTAVN,Class B Tavern License,148,,2790507000
11/7/2020,10/15/2019,"TOTO'S, INC",OTTO'S BEVERAGE CENTER,"CHRISTOPHER R OELKE, Agt",2790505100,3476,N,OAKLAND,AV,3,1,ALQML,Class A Malt & Class A Liquor License,,,2790505100
3/20/2020,2/27/2019,"CHIPOTLE MEXICAN GRILL OF CO, LLC",CHIPOTLE MEXICAN GRILL #313,"Brian J Bushaw, Agt",3601471000,600,E,OGDEN,AV,3,1,BTAVN,Class B Tavern License,99,,3601471000
6/30/2020,6/26/2019,"FRANCISCO, INC",CRABBY'S BAR & GRILL,"FRANCIS DANIELS, Agt",,2109,E,OKLAHOMA,AV,14,6,BTAVN,Class B Tavern License,150,,5400619100
3/23/2020,2/26/2019,"CMAK, LLC",BERT'S LIQUOR IN BAY VIEW,"RICHARD G FRENN, JR, Agt",5410710000,2523,E,OKLAHOMA,AV,14,6,ALQML,Class A Malt & Class A Liquor License,,,5410710000
7/31/2020,7/9/2019,"DISCOUNT LIQUOR, INC",DISCOUNT LIQUOR,"THOMAS J GREGUSKA, Agt",5310104100,5031,W,OKLAHOMA,AV,11,6,ALIQR,Class A Retailer's Intoxicating Liquor License,,,5310104100
6/30/2020,7/9/2019,"AMERICAN SERB MEMORIAL HALL, INC",AMERICAN SERB HALL,"PETER SARENAC, Agt",5301179111,5101,W,OKLAHOMA,AV,11,6,BTAVN,Class B Tavern License,2954,"Governors Hall - 1474, Bowling Alley - 291, President's Bar and Hall - 1189",5301179111
9/26/2020,9/4/2019,"IZIDORA, LLC",DOCCY'S POOL & DARTS,"MILAN STOJSAVLJEVIC, Agt",5301008000,5701,W,OKLAHOMA,AV,11,6,BTAVN,Class B Tavern License,58,,5301008000
11/14/2020,11/13/2019,"ALDI, INC",ALDI #40,"Travis C Rasmussen, Agt",5301501000,5811,W,OKLAHOMA,AV,11,6,ALQML,Class A Malt & Class A Liquor License,,,5301501000
7/26/2020,7/9/2019,WALGREEN CO,WALGREENS #6020,"THERESE A GERNDT, Agt",5140303100,6030,W,OKLAHOMA,AV,11,6,ALQML,Class A Malt & Class A Liquor License,,,5140303100
11/30/2019,11/28/2018,"WRECKING CREW, INC",McCarty Park Sports Pub & Grill,"SEAN A RAFFAELLI, Agt",5151708110,6828,W,OKLAHOMA,AV,11,6,BTAVN,Class B Tavern License,170,,5151708110
4/19/2020,3/26/2019,"AMF BOWLING CENTERS, INC",AMF WEST LANES,"Daniel E Patterson, Agt",5280701121,7505,W,OKLAHOMA,AV,11,6,BTAVN,Class B Tavern License,823,"first floor 535, second floor 288",5280701121
7/29/2020,8/6/2019,Buenavista Banquet Hall LLC,Buenavista Banquets & Restaurant,"ENICACIO Sanchez-Mora, Agt",5281122100,7507,W,OKLAHOMA,AV,11,6,BTAVN,Class B Tavern License,200,,5281122100
9/15/2020,8/30/2019,"MILWAUKEE BRAT HOUSE, LLC",MILWAUKEE BRAT HOUSE,"SCOTT A SCHAEFER, Agt",3610528000,1013,N,OLD WORLD THIRD,ST,4,1,BTAVN,Class B Tavern License,191,,3610528000
12/17/2019,11/27/2018,"TRIPLE CROWN, INC",BUCK BRADLEY'S EATERY & SALOON,"BERNARD PAGET, SR, Agt",,1019,N,OLD WORLD THIRD,ST,4,1,BTAVN,Class B Tavern License,599,"299 upper
300 lower",3610527000
6/15/2020,5/29/2019,"BRICK 3 PIZZA, LLC",BRICK 3 PIZZA,"RICHARD J BARRETT, Agt",,1107,N,OLD WORLD THIRD,ST,4,1,BTAVN,Class B Tavern License,57,,3610432000
12/14/2019,11/27/2018,MKEAA LLC,Ale Asylum Riverhouse,"Matthew R Markson, Agt",3611801110,1110,N,OLD WORLD THIRD,ST,4,1,BTAVN,Class B Tavern License,741,,3611801110
12/12/2019,12/13/2018,"Lucille's Dueling Piano Bar, LLC",Cantina Milwaukee,"Jack Roman, Agt",3611801110,1110,N,OLD WORLD THIRD,ST,4,1,BTAVN,Class B Tavern License,320,,3611801110
12/13/2019,9/26/2019,Double Dragon MKE LLC,White Tail,"NATHAN T TUSLER, Agt",3611801110,1110,N,OLD WORLD THIRD,ST,4,1,BTAVN,Class B Tavern License,80,,3611801110
11/18/2020,11/20/2019,"MIDAS HOSPITALITY, LLC",Aloft Milwaukee Downtown,"Olesya V Pidkalyuk, Agt",3620472100,1230,N,OLD WORLD THIRD,ST,6,1,BTAVN,Class B Tavern License,,,3620472100
11/30/2019,11/12/2018,"AIMBRIDGE CONCESSIONS, INC",ALOFT MILWAUKEE DOWNTOWN,"Rebecca A Grennier, Agt",3620472000,1230,N,OLD WORLD THIRD,ST,6,1,BTAVN,Class B Tavern License,160,"Remix area cap 50, WXYZ area cap 46",3620472100
11/30/2020,11/5/2019,"AIMBRIDGE CONCESSIONS, INC",ALOFT MILWAUKEE DOWNTOWN,"Rebecca A Grennier, Agt",3620472000,1230,N,OLD WORLD THIRD,ST,6,1,BTAVN,Class B Tavern License,160,"Remix area cap 50, WXYZ area cap 46",3620472100
6/14/2020,6/3/2019,"GRAND CONVENIENT, LLC",GRAND CONVENIENT STORE,"AHMED K YAFAI, Agt",,724,N,OLD WORLD THIRD,ST,4,1,AMALT,Class A Fermented Malt Beverage Retailer's License,,,3610659000
12/21/2019,11/27/2018,"THE KING AND I RESTAURANT, INC",THE KING AND I RESTAURANT,"DEREK E PHOUNGPHOL, Agt",3610620000,830,N,OLD WORLD THIRD,ST,4,1,BTAVN,Class B Tavern License,240,,3610620000
10/17/2020,9/24/2019,CALDERONE CLUB,CALDERONE CLUB,"GIORGIO G FAZZARI, SP",,842,N,OLD WORLD THIRD,ST,4,1,BTAVN,Class B Tavern License,100,,3920203000
5/23/2020,5/7/2019,"WESTOWN ASSOCIATION OF MILW, INC",WESTOWN ASSOCIATION,"STACIE J CALLIES, Agt",3610542111,950,N,OLD WORLD THIRD,ST,4,1,BTAVN,Class B Tavern License,,NA,3610542111
4/24/2020,4/18/2019,El Barril,El Barril,"JOSE L TERRONES, SP",4600846000,1400,W,ORCHARD,ST,12,2,BTAVN,Class B Tavern License,59,,4600846000
4/5/2020,5/29/2019,PB65 INC,Orchard Food Mart,"Sudeep S Mann, Agt",4590181000,2201,W,ORCHARD,ST,8,2,ALQML,Class A Malt & Class A Liquor License,,,4590181000
3/27/2020,3/25/2019,ARO Management LLC,The Miramar Theatre,"Aaron Ohlsson, Agt",3160754000,2844,N,Oakland,AV,3,1,BTAVN,Class B Tavern License,,,3160754000
5/2/2020,4/23/2019,Thai A Kitchen,Thai A Kitchen,"Toua Vang, SP",3151204000,2851,N,Oakland,AV,3,1,CWINE,Class C Wine Retailer's License,49,,3151204000
5/2/2020,4/16/2019,Thai A Kitchen,Thai A Kitchen,"Toua Vang, SP",3151204000,2851,N,Oakland,AV,3,1,BBEER,Class B Fermented Malt Beverage Retailer's License,49,,3151204000
12/3/2019,11/28/2018,"BTH Pizza, LLC",Blaze Pizza,"Paul S Thompson, Agt",3150307110,2901,N,Oakland,AV,3,1,BBEER,Class B Fermented Malt Beverage Retailer's License,,,3150307110
12/3/2019,11/28/2018,"BTH Pizza, LLC",Blaze Pizza,"Paul S Thompson, Agt",3150307110,2901,N,Oakland,AV,3,1,CWINE,Class C Wine Retailer's License,,,3150307110
5/29/2020,5/29/2019,Dairyland Retail Group LLC,7-Eleven #35853C,"Elizabeth J Evans, Agt",2801185110,3301,N,Oakland,AV,3,1,AMALT,Class A Fermented Malt Beverage Retailer's License,,,2801185110
4/9/2020,3/26/2019,"Board Game Barrister, LTD",Oak & Shield Gaming Pub,"Lynn M Richter, Agt",3601471000,600,E,Ogden,AV,3,1,BTAVN,Class B Tavern License,129,,3601471000
10/10/2020,9/24/2019,"Restaurante La Salsa, LLC",Restaurante La Salsa,"Cristian Jimenez, Agt",5381403100,117,E,Oklahoma,AV,14,6,BTAVN,Class B Tavern License,99,,5381403100
11/14/2020,11/15/2019,BV Tap LLC,Straight Shots,"Derek A Donaldson, Agt",5390098000,1503,E,Oklahoma,AV,14,6,BTAVN,Class B Tavern License,99,,5390098000
8/2/2020,7/15/2019,"SmallPie, Inc",Small Pie,"VALERI A LUCKS, Agt",5020081000,2504,E,Oklahoma,AV,14,6,BTAVN,Class B Tavern License,80,,5020081000
9/26/2020,9/4/2019,"SAL B, LLC",Piggly Wiggly Supermarket # 71,"DAVID P HACKBARTH, Agt",5370702000,123,W,Oklahoma,AV,14,6,ALQML,Class A Malt & Class A Liquor License,,,5370702000
4/2/2020,3/27/2019,El Relajo LLC,El Relajo,"JOSE S VIDRIO, Agt",5360203000,733,W,Oklahoma,AV,14,6,BTAVN,Class B Tavern License,76,,5360203000
11/6/2020,10/15/2019,Rajdip Inc,Oklahoma Liquor,"Rupen A Patel, Agt",5361217100,933,W,Oklahoma,AV,14,6,ALQML,Class A Malt & Class A Liquor License,,,5361217100
3/3/2020,3/1/2019,Who's Milwaukee LLC,"Who's on Third, Milwaukee's Pub","ROBERT L WILTGEN, Agt",3610538000,1003,N,Old World Third,ST,4,1,BTAVN,Class B Tavern License,,,3610538000
6/10/2020,5/29/2019,HB Milwaukee Inc,Old German Beer Hall,"HANS WEISSGERBER, III, Agt",3610529000,1009,N,Old World Third,ST,4,1,BTAVN,Class B Tavern License,,,3610529000
9/24/2020,10/4/2019,Evolution of Milwaukee LLC,Trio,"SUSANNE M MAYER, Agt",3610523000,1023,N,Old World Third,ST,4,1,BTAVN,Class B Tavern License,577,,3610523000
1/30/2020,1/14/2019,Oak Barrel Public House LLC,Oak Barrel,"ROBERT L WILTGEN, Agt",3610521000,1033,N,Old World Third,ST,4,1,BTAVN,Class B Tavern License,,,3610521000
11/22/2020,11/5/2019,"Mader's German Restaurant, Inc",Mader's German Restaurant,"DANIEL J HAZARD, Agt",3610519100,1037,N,Old World Third,ST,4,1,BTAVN,Class B Tavern License,370,"120 - upper
272 - lower",3610519100
11/6/2020,10/25/2019,MKE Events LLC,Red White and Blue,"JACOB E DEHNE, Agt",3610539110,1044,N,Old World Third,ST,4,1,BTAVN,Class B Tavern License,824,,3610539110
7/6/2020,7/16/2019,MKE TPC LLC,The Pub Club,"Thomas Johns, Agt",3610437000,1103,N,Old World Third,ST,4,1,BTAVN,Class B Tavern License,288,,3610437000
4/29/2020,7/10/2019,"Truth Lounge, LLC",Truth Lounge,"Tino K Bates, Agt",3610431000,1111,N,Old World Third,ST,4,1,BTAVN,Class B Tavern License,90,,3610431000
1/19/2020,2/8/2019,"Premier Milwaukee, LLC",Ugly's,"ROBERT A SETTECASE, Agt",3610426000,1125,N,Old World Third,ST,4,1,BTAVN,Class B Tavern License,448,,3610426000
8/29/2020,8/30/2019,"Uncle Bucks Red Star on 3rd, Inc",Uncle Bucks on 3rd,"MICHAEL J VITUCCI, Agt",3610426000,1125,N,Old World Third,ST,4,1,BTAVN,Class B Tavern License,,,3610426000
9/3/2020,9/4/2019,The Chalk House MKE Inc,The Loaded Slate,"Joseph M Kuntz, Agt",3610421000,1137,N,Old World Third,ST,4,1,BTAVN,Class B Tavern License,99,,3610421000
4/16/2020,4/18/2019,NVN Milwaukee LLC,Fairfield Inn & Suites,"Candice M Woodring, Agt",3610663100,710,N,Old World Third,ST,4,1,BTAVN,Class B Tavern License,,,3610663100
5/3/2020,4/16/2019,PPH Properties I LLC,Silk Exotic Gentlemen's Club,"SCOTT A KRAHN, Agt",3610657000,730,N,Old World Third,ST,4,1,BTAVN,Class B Tavern License,297,,3610657000
1/2/2020,1/3/2019,"Fazzari & Company, LLC",Pizzeria San Giorgio,"GIORGIO G FAZZARI, Agt",3610619000,838,N,Old World Third,ST,4,1,BTAVN,Class B Tavern License,,,3610619000
6/26/2020,6/27/2019,Ice House Bar & Grill LLC,Ice House Bar & Grill,"David J Stratil, Agt",4570460100,4238,W,Orchard,ST,8,2,BTAVN,Class B Tavern License,,,4570460100
5/29/2020,7/9/2019,Wahhab Seva Enterprises Inc,Sababa Cafe,"EDWARD E WAHHAB, Agt",1110021000,11270,W,PARK,PL,5,4,BTAVN,Class B Tavern License,,,1110021000
9/24/2020,9/4/2019,"PARK PLACE HOSPITALITY, LLC",HILTON GARDEN INN,"Judith C Kiefer, Agt",1110081000,11600,W,PARK,PL,5,4,BTAVN,Class B Tavern License,136,,1110081000
2/14/2020,2/5/2019,"Oscar's Pub & Grill, LLC",Oscar's Pub & Grill,"Elisabeth Stoeger, Agt",4269918000,1712,W,PIERCE,ST,8,2,BTAVN,Class B Tavern License,99,,4269918000
5/18/2020,5/7/2019,"V & V PARTNERS, LLC",BENIHANA,"SABAH M LIDDAWYEH, Agt",,850,N,PLANKINTON,AV,4,1,BTAVN,Class B Tavern License,180,"1st floor 60, 2nd floor 120",3610627100
12/11/2019,11/27/2018,SUNPRI CORP,CORNER LIQUOR,"INDERJIT S DHINDSA, Agt",2731311000,3500,N,PORT WASHINGTON,AV,6,5,ALQML,Class A Malt & Class A Liquor License,,,2731311000
11/1/2020,11/13/2019,Still Shakers,Still Shakers,"Brent A Rupcich, SP",5000314000,1051,E,POTTER,AV,14,6,BTAVN,Class B Tavern License,63,,5000314000
10/14/2020,10/16/2019,"LANDLUBBERS, INC",VICTORIA'S,"GENE M MC KIERNAN, Agt",5000328000,1100,E,POTTER,AV,14,6,BTAVN,Class B Tavern License,77,,5000328000
6/30/2020,6/18/2019,1451 CORPORATION,1451 RENAISSANCE PLACE,"ANDREA L TAXMAN, Agt",3590013112,1451,N,PROSPECT,AV,3,1,BTAVN,Class B Tavern License,59,N/A,3590013112
11/30/2020,11/5/2019,"Charles Allis and Villa Terrace Museums, Inc.",Charles Allis Art Museum,"John C Sterr, Agt",3550315100,1801,N,PROSPECT,AV,3,1,BTAVN,Class B Tavern License,99,,3550315100
2/4/2020,1/14/2019,"Saint John's Communities, Inc",Saint John's on the Lake,"Renee E Anderson, Agt",3551911000,1840,N,PROSPECT,AV,4,1,BTAVN,Class B Tavern License,,,3551911000
4/15/2020,4/16/2019,SEOUL KOREAN RESTAURANT,SEOUL KOREAN RESTAURANT,"HAE JIN PARK, SP",,2178,N,PROSPECT,AV,3,1,BTAVN,Class B Tavern License,,NA,3561472000
4/11/2020,3/26/2019,PROSPECTOR PARTNERSHIP LLC,VINTAGE,"BRIAN W GODFREY, Agt",3560279000,2203,N,PROSPECT,AV,3,1,BTAVN,Class B Tavern License,151,,3560279000
6/13/2020,6/20/2019,"WHOLE FOODS MARKET GROUP, INC",WHOLE FOODS MARKET,"Brooke M Remitz, Agt",3191371000,2305,N,PROSPECT,AV,3,1,BTAVN,Class B Tavern License,,NA,3191371000
7/31/2020,7/9/2019,Milwaukee Catholic Home Inc,Milwaukee Catholic Home,"Robert F Frediani, Agt",3199994111,2462,N,PROSPECT,AV,3,1,BTAVN,Class B Tavern License,,,3199994111
6/30/2020,6/24/2019,"OCTOPUS, LTD",WOLSKI'S TAVERN,"DENNIS BONDAR, Agt",,1836,N,PULASKI,ST,3,1,BTAVN,Class B Tavern License,80,,3552011000
8/2/2020,7/31/2019,Las Tres Esquinas Bar,Las Tres Esquinas Bar,"Sulema Vazquez, SP",4601855000,1586,S,Pearl,ST,12,2,BTAVN,Class B Tavern License,25,,4601855000
3/2/2020,2/28/2019,Club 99,Club 99,"GEORGE L ORTIZ, SP",3211446000,2579,N,Pierce,ST,6,5,BTAVN,Class B Tavern License,54,,3211446000
9/23/2020,9/26/2019,Velobahn Coffee & Cycle LLC,Velobahn Coffee & Cycle,"Seth Ogden, Agt",4360003100,3618,W,Pierce,ST,8,2,BBEER,Class B Fermented Malt Beverage Retailer's License,,,4360003100
9/23/2020,9/27/2019,Velobahn Coffee & Cycle LLC,Velobahn Coffee & Cycle,"Seth Ogden, Agt",4360003100,3618,W,Pierce,ST,8,2,CWINE,Class C Wine Retailer's License,,,4360003100
7/31/2020,7/15/2019,Merriment Social LLC,Merriment Social,"Andrew H Miller, Agt",4280254113,240,E,Pittsburgh,AV,12,1,BTAVN,Class B Tavern License,,,4280254113
9/26/2020,9/4/2019,MJMJAS LLC,Day Drink Inn,"Mario J Mussatti, Agt",5800674000,312,W,Plainfield,AV,13,6,BTAVN,Class B Tavern License,74,,5800674000
5/21/2020,5/7/2019,Pritzlaff Events LLC,Pritzlaff,"Kendall G Breunig, Agt",3970672000,325,N,Plankinton,AV,4,1,BTAVN,Class B Tavern License,915,"325 N Plankinton - 315, 333 N Plankinton - 600",3970672000
8/19/2020,8/20/2019,Integrated Plankinton Milwaukee LLC,Cambria Milwaukee Downtown,"David W Noel, Agt",3610785100,503,N,Plankinton,AV,4,1,BTAVN,Class B Tavern License,,,3610785100
9/3/2020,8/5/2019,Sirk Steak LLC,Mo's A Place for Steaks,"JAMES A VASSALLO, Agt",3610642111,720,N,Plankinton,AV,4,1,BTAVN,Class B Tavern License,,,3610642111
11/9/2020,10/15/2019,The Other Ones LLC,Birch + Butcher,"Rebecca A Zwiefelhofer, Agt",3601882000,459,E,Pleasant,ST,3,1,BTAVN,Class B Tavern License,,,3601882000
5/30/2020,5/7/2019,Lakes Venture LLC,Fresh Thyme Farmers Market,"William JB Stark, Agt",3601852000,470,E,Pleasant,ST,3,1,BTAVN,Class B Tavern License,,,3601852000
9/23/2020,9/24/2019,N. Port Food & Liquor Inc,N. Port Food & Liquor,"Gurinder S Nagra, Agt",2731564000,3876,N,Port Washington,AV,6,5,ALQML,Class A Malt & Class A Liquor License,,,2731564000
6/5/2020,6/6/2019,Nonfiction LLC,Nonfiction Wine Company,"Bradley A Kruse, Agt",4990903000,800,E,Potter,AV,14,6,ALIQR,Class A Retailer's Intoxicating Liquor License,,,4990903000
9/24/2020,9/4/2019,"Strange Town, LLC",Strange Town,"Andrew J Noble, Agt",3560271000,2101,N,Prospect,AV,3,1,BTAVN,Class B Tavern License,49,,3560271000
5/1/2020,4/23/2019,WOORI Wells Corp,Maru Sushi,"Jongsoo Kim, Agt",3560229000,2150,N,Prospect,AV,3,1,BTAVN,Class B Tavern License,99,,3560229000
10/2/2020,9/27/2019,Saz's Catering Inc,Jan Serr Studio,"Stephanie L Sazama-Schneck, Agt",3561495000,2155,N,Prospect,AV,3,1,BTAVN,Class B Tavern License,,,3561495000
10/18/2020,9/27/2019,Colectivo Coffee Roasters Inc,Colectivo Coffee Roasters Inc,"William D Suskey, Agt",3560278000,2211,N,Prospect,AV,3,1,BTAVN,Class B Tavern License,299,,3560278000
7/26/2020,7/9/2019,"CONNOISSEUR ENCOUNTERS CO, INC",SHERMER SPECIALTIES,"DOMINIC A LAMPONE, Agt",2730010100,3837,N,RICHARDS,ST,6,5,ALQML,Class A Malt & Class A Liquor License,,,2730010100
7/5/2020,6/18/2019,"GUSANN, LLC",VALENT'S BAR,"JANE M MILACH, Agt",2730005000,3853,N,RICHARDS,ST,6,5,BTAVN,Class B Tavern License,80,,2730005000
9/26/2020,9/10/2019,"NEHRING'S BAYVIEW MARKET, LLC",GROPPI'S FOOD MARKET,"ANNE C FINCH-NEHRING, Agt",,1441,E,RUSSELL,AV,14,6,BTAVN,Class B Tavern License,,,5010410000
2/19/2020,2/20/2019,"Lounge 340, LLC","Lounge 340, LLC","Patrice Dickerson, Agt",3530674000,340,W,Reservoir,AV,6,5,BTAVN,Class B Tavern License,,,3530674000
7/24/2020,7/9/2019,CJ's Pub LLC,CJ's Pub,"CORINA L WAGE, Agt",4720133000,3643,W,Rogers,ST,8,2,BTAVN,Class B Tavern License,49,,4720133000
6/14/2020,5/29/2019,"SCREAMING TUNA RESTAURANT, LLC",SCREAMING TUNA,"Jeff T Bronstad, Agt",4280761100,106,W,SEEBOTH,ST,12,1,BTAVN,Class B Tavern License,174,,4280761100
9/24/2020,10/15/2019,Walmart #2936,Walmart #2936,"Joseph P Marx, Agt",1790152000,10330,W,SILVER SPRING,DR,,4,ALQML,Class A Malt & Class A Liquor License,,,1790152000
4/14/2020,3/27/2019,"MANCHESTER LIQUOR, LLC",HYATT PLACE MILWAUKEE WEST,"ANTHONY SILENO, JR, Agt",1820291000,11777,W,SILVER SPRING,DR,5,4,BTAVN,Class B Tavern License,300,,1820291000
10/14/2020,10/16/2019,"AMANPREET ENTERPRISES, LLC",RING FOOD MART,"HARMINDER SINGH, Agt",1709976100,3432,W,SILVER SPRING,DR,1,4,AMALT,Class A Fermented Malt Beverage Retailer's License,,,1709976100
12/2/2019,11/5/2018,"KIMBEES LIQUOR II, LLC",KIMBEES LIQUOR II,"KIMBERLY V WILLIAMS-YOUNG, Agt",1719853100,3510,W,SILVER SPRING,DR,1,4,ALQML,Class A Malt & Class A Liquor License,,,1719853100
